year,sex,name,count,prop,,
1890,F,Dora,458,0.00227113819727166,,
1890,F,Alice,392,0.00194385627364736,,
1890,F,Belina,216,0.00107110447731589,,
1890,F,Lacy,54,0.000267776119328973,,
1890,F,Dorowin,24,0.000119011608590655,,
1890,F,Jasmine,18,8.9258706442991E-05,,
1890,F,Patricia,11,5.45469872707167E-05,,
1891,F,Harry,2417,0.0122960619025574,,
1891,F,Dora,566,0.00287942533589056,,
1891,F,Alice,371,0.00188739717246537,,
1891,F,Belina,239,0.00121587041568524,,
1891,F,Lacy,78,0.000396811265370077,,
1891,F,Dorowin,15,7.63098587250149E-05,,
1891,F,Jasmine,14,7.12225348100139E-05,,
1891,F,Patricia,12,6.10478869800119E-05,,
1892,F,Harry,2936,0.0130538203321255,,
1892,F,Dora,626,0.00278327368116844,,
1892,F,Alice,455,0.00202298646155214,,
1892,F,Belina,255,0.00113376164328746,,
1892,F,Lacy,83,0.000369028299579841,,
1892,F,Patricia,21,9.33686059177912E-05,,
1892,F,Dorowin,16,7.11379854611742E-05,,
1892,F,Jasmine,14,6.22457372785274E-05,,
1893,F,Harry,3249,0.0144251260922071,,
1893,F,Dora,821,0.00364513035447894,,
1893,F,Alice,387,0.00171822831569226,,
1893,F,Belina,298,0.00132308020174753,,
1893,F,Lacy,82,0.000364069048803012,,
1893,F,Patricia,28,0.000124316260566882,,
1893,F,Dorowin,24,0.000106556794771613,,
1893,F,Jasmine,15,6.65979967322583E-05,,
1894,F,Harry,3676,0.0155781194378994,,
1894,F,Dora,1052,0.004458156052413,,
1894,F,Alice,418,0.00177139660637703,,
1894,F,Belina,298,0.00126286169545539,,
1894,F,Lacy,94,0.000398352346888614,,
1894,F,Patricia,36,0.00015256047327649,,
1894,F,Dorowin,18,7.62802366382452E-05,,
1894,F,Jasmine,10,4.23779092434696E-05,,
1895,F,Harry,4023,0.0162803967512049,,
1895,F,Dora,1127,0.00456077731509022,,
1895,F,Alice,431,0.00174418369370354,,
1895,F,Belina,350,0.00141639047052491,,
1895,F,Lacy,96,0.000388495671915405,,
1895,F,Patricia,35,0.000141639047052491,,
1895,F,Jasmine,19,7.68897683999239E-05,,
1895,F,Dorowin,13,5.26087889052111E-05,,
1896,F,Harry,4392,0.0174290555690039,,
1896,F,Dora,1366,0.00542078549800987,,
1896,F,Alice,367,0.00145638966161758,,
1896,F,Belina,342,0.00135718055660276,,
1896,F,Lacy,104,0.000412709876861659,,
1896,F,Patricia,37,0.000146829475421936,,
1896,F,Dorowin,18,7.14305556106717E-05,,
1896,F,Jasmine,9,3.57152778053359E-05,,
1897,F,Harry,4519,0.0182015909777464,,
1897,F,Dora,1472,0.00592890947538012,,
1897,F,Belina,367,0.00147819957708186,,
1897,F,Alice,354,0.00142583828416071,,
1897,F,Lacy,81,0.000326251132816433,,
1897,F,Patricia,49,0.000197361796395126,,
1897,F,Dorowin,23,9.26392105528144E-05,,
1897,F,Jasmine,9,3.62501258684926E-05,,
1898,F,Harry,5230,0.0190774258971497,,
1898,F,Dora,1671,0.00609529228950997,,
1898,F,Belina,421,0.00153567806934991,,
1898,F,Alice,371,0.00135329350054351,,
1898,F,Lacy,102,0.000372064520365061,,
1898,F,Patricia,47,0.000171441494678018,,
1898,F,Dorowin,21,7.6601518898689E-05,,
1898,F,Jasmine,13,4.74199878896646E-05,,
1899,F,Harry,5048,0.0203967837084327,,
1899,F,Dora,1687,0.0068164370277587,,
1899,F,Belina,410,0.00165663259121581,,
1899,F,Alice,326,0.00131722493838135,,
1899,F,Lacy,98,0.000395975594973534,,
1899,F,Patricia,56,0.000226271768556305,,
1899,F,Jasmine,14,5.65679421390763E-05,,
1899,F,Dorowin,11,4.44462402521314E-05,,
1900,F,Harry,6343,0.0199606639918181,,
1900,F,Dora,2491,0.00783887971048698,,
1900,F,Belina,664,0.00208952875462198,,
1900,F,Alice,377,0.00118637400676579,,
1900,F,Lacy,126,0.000396506962473448,,
1900,F,Patricia,89,0.000280072378255055,,
1900,F,Dorowin,26,8.18188970183306E-05,,
1900,F,Jasmine,23,7.2378255054677E-05,,
1901,F,Harry,5247,0.0206386292834891,,
1901,F,Dora,2173,0.00854731111740458,,
1901,F,Belina,474,0.00186443878032663,,
1901,F,Alice,317,0.00124689260203279,,
1901,F,Lacy,86,0.000338273702759684,,
1901,F,Patricia,68,0.000267472230089053,,
1901,F,Dorowin,21,8.26017181157368E-05,,
1901,F,Jasmine,8,3.14673211869474E-05,,
1902,F,Harry,5967,0.0212853998637335,,
1902,F,Dora,2707,0.00965637295644822,,
1902,F,Belina,580,0.00206896797736977,,
1902,F,Alice,301,0.00107372303653155,,
1902,F,Lacy,91,0.000324613941276981,,
1902,F,Patricia,85,0.000303210824269708,,
1902,F,Dorowin,21,7.49109095254572E-05,,
1902,F,Jasmine,9,3.21046755109102E-05,,
1903,F,Harry,6129,0.0220310713951934,,
1903,F,Dora,3078,0.0110640622865729,,
1903,F,Belina,596,0.00214235903924543,,
1903,F,Alice,247,0.000887856850157082,,
1903,F,Lacy,90,0.000323510593174645,,
1903,F,Patricia,79,0.000283970409564411,,
1903,F,Dorowin,21,7.54858050740839E-05,,
1903,F,Jasmine,16,5.75129943421592E-05,,
1904,F,Harry,6488,0.0221858992333418,,
1904,F,Dora,3477,0.0118896996970298,,
1904,F,Belina,707,0.00241760646701181,,
1904,F,Alice,294,0.00100534130311382,,
1904,F,Patricia,124,0.000424021501993585,,
1904,F,Lacy,101,0.000345372352430259,,
1904,F,Dorowin,23,7.86491495633262E-05,,
1904,F,Jasmine,16,5.471245187014E-05,,
1905,F,Harry,6811,0.0219801852389712,,
1905,F,Dora,3937,0.0127053280407913,,
1905,F,Belina,807,0.0026043179397812,,
1905,F,Alice,311,0.00100364669054765,,
1905,F,Patricia,121,0.000390486332978346,,
1905,F,Lacy,106,0.000342078936328138,,
1905,F,Dorowin,18,5.80888759802498E-05,,
1905,F,Jasmine,17,5.48617162035692E-05,,
1906,F,Harry,7176,0.0228942608018734,,
1906,F,Dora,4326,0.013801640500126,,
1906,F,Belina,865,0.00275969002140754,,
1906,F,Alice,260,0.000829502202966427,,
1906,F,Patricia,157,0.000500891714868189,,
1906,F,Lacy,98,0.000312658522656576,,
1906,F,Dorowin,25,7.97598272083103E-05,,
1906,F,Jasmine,18,5.74270755899834E-05,,
1907,F,Harry,7579,0.0224607551721379,,
1907,F,Dora,4967,0.0147199592215343,,
1907,F,Belina,1018,0.00301689520586309,,
1907,F,Alice,285,0.000844612115590354,,
1907,F,Patricia,177,0.000524548577050852,,
1907,F,Lacy,102,0.000302282230842864,,
1907,F,Dorowin,21,6.22345769382366E-05,,
1907,F,Jasmine,17,5.03803718071439E-05,,
1908,F,Harry,8439,0.0238031438540277,,
1908,F,Dora,5703,0.0160859496859249,,
1908,F,Belina,1128,0.00318165022720029,,
1908,F,Alice,260,0.000733359094922052,,
1908,F,Patricia,205,0.000578225440227003,,
1908,F,Lacy,93,0.000262316907029811,,
1908,F,Dorowin,25,7.05152975886589E-05,,
1908,F,Jasmine,17,4.7950402360288E-05,,
1909,F,Harry,9250,0.0251291775559769,,
1909,F,Dora,6253,0.0169873240278404,,
1909,F,Belina,1082,0.00293943460708833,,
1909,F,Alice,271,0.000736216985694027,,
1909,F,Patricia,233,0.00063298360762623,,
1909,F,Lacy,105,0.000285250123608387,,
1909,F,Dorowin,26,7.06333639411244E-05,,
1909,F,Jasmine,18,4.89000211900092E-05,,
1910,F,Harry,10479,0.0249781896712004,,
1910,F,Dora,7318,0.0174434957547327,,
1910,F,Belina,1389,0.00331087942106091,,
1910,F,Patricia,316,0.000753231027397587,,
1910,F,Alice,278,0.000662652612710535,,
1910,F,Lacy,137,0.000326559021371739,,
1910,F,Dorowin,33,7.8660202228229E-05,,
1910,F,Jasmine,28,6.67419897694064E-05,,
1911,F,Harry,11802,0.0267127194372267,,
1911,F,Dora,8869,0.0200741491856265,,
1911,F,Belina,1456,0.00329551936117625,,
1911,F,Patricia,325,0.000735607000262555,,
1911,F,Alice,280,0.000633753723303124,,
1911,F,Lacy,130,0.000294242800105022,,
1911,F,Dorowin,36,8.14826215675446E-05,,
1911,F,Jasmine,21,4.75315292477343E-05,,
1912,F,Harry,16133,0.0274974944947061,,
1912,F,Dora,12645,0.0215524588040388,,
1912,F,Belina,2011,0.00342759941913183,,
1912,F,Patricia,504,0.000859030386495497,,
1912,F,Alice,310,0.000528371864709532,,
1912,F,Lacy,189,0.000322136394935811,,
1912,F,Jasmine,36,6.13593133211069E-05,,
1912,F,Dorowin,32,5.45416118409839E-05,,
1913,F,Harry,18889,0.0288423952212843,,
1913,F,Dora,14674,0.0224063374173925,,
1913,F,Belina,2239,0.00341882168989653,,
1913,F,Patricia,588,0.000897841515703065,,
1913,F,Alice,346,0.000528321708219831,,
1913,F,Lacy,238,0.000363412042070288,,
1913,F,Dorowin,42,6.41315368359332E-05,,
1913,F,Jasmine,25,3.81735338309126E-05,,
1914,F,Harry,23221,0.0291498453442597,,
1914,F,Dora,18782,0.0235774684662971,,
1914,F,Belina,2933,0.00368186109102595,,
1914,F,Patricia,656,0.000823491604402667,,
1914,F,Alice,375,0.000470745962882622,,
1914,F,Lacy,219,0.000274915642323451,,
1914,F,Dorowin,62,7.78299991965936E-05,,
1914,F,Jasmine,42,5.27235478428537E-05,,
1915,F,Harry,30866,0.0301460519864594,,
1915,F,Dora,25154,0.0245672841206311,,
1915,F,Belina,4182,0.00408445504462428,,
1915,F,Patricia,895,0.000874124166652017,,
1915,F,Alice,412,0.000402390119173889,,
1915,F,Lacy,290,0.000283235763496184,,
1915,F,Dorowin,106,0.000103527554933088,,
1915,F,Jasmine,55,5.37171275596211E-05,,
1916,F,Harry,32661,0.0300826741628504,,
1916,F,Dora,27415,0.0252508040836026,,
1916,F,Belina,5136,0.00473055370320565,,
1916,F,Patricia,1078,0.000992900485213335,,
1916,F,Alice,421,0.000387765402852332,,
1916,F,Lacy,297,0.000273554215313878,,
1916,F,Dorowin,90,8.28952167617813E-05,,
1916,F,Jasmine,53,4.8816072093049E-05,,
1917,F,Harry,34249,0.0304787212268021,,
1917,F,Dora,28853,0.0256767363589279,,
1917,F,Belina,6639,0.00590815002554058,,
1917,F,Patricia,1441,0.00128236845711763,,
1917,F,Alice,445,0.000396012465938478,,
1917,F,Lacy,291,0.000258965455254151,,
1917,F,Dorowin,89,7.92024931876957E-05,,
1917,F,Jasmine,55,4.89453609586883E-05,,
1917,F,Ashley,5,4.44957826897167E-06,,
1918,F,Harry,36150,0.030065795437817,,
1918,F,Dora,32034,0.026642536405395,,
1918,F,Belina,8802,0.00732058454892574,,
1918,F,Patricia,1760,0.0014637842315507,,
1918,F,Alice,397,0.000330183147685017,,
1918,F,Lacy,322,0.00026780597872689,,
1918,F,Dorowin,92,7.65159939219687E-05,,
1918,F,Jasmine,56,4.65749528220679E-05,,
1919,F,Harry,33705,0.0286936534286809,,
1919,F,Dora,31734,0.0270157068062827,,
1919,F,Belina,10107,0.00860426510024262,,
1919,F,Patricia,2144,0.00182522453496786,,
1919,F,Alice,379,0.000322649299791427,,
1919,F,Lacy,282,0.000240071510662751,,
1919,F,Dorowin,70,5.95922189588388E-05,,
1919,F,Jasmine,40,3.40526965479079E-05,,
1920,F,Dora,36645,0.0294564957018998,,
1920,F,Harry,35098,0.0282129645557451,,
1920,F,Belina,14017,0.011267340708242,,
1920,F,Patricia,2502,0.00201119258414936,,
1920,F,Alice,379,0.000304653073298404,,
1920,F,Lacy,349,0.000280538054303807,,
1920,F,Dorowin,82,6.59143852518974E-05,,
1920,F,Jasmine,43,3.45648605589218E-05,,
1921,F,Dora,39083,0.0305412051909812,,
1921,F,Harry,34819,0.0272091247740648,,
1921,F,Belina,17637,0.013782341067813,,
1921,F,Patricia,3382,0.00264284614681315,,
1921,F,Alice,392,0.000306326342268112,,
1921,F,Lacy,367,0.000286790223501013,,
1921,F,Dorowin,94,7.34558065642922E-05,,
1921,F,Jasmine,48,3.75093480328301E-05,,
1922,F,Dora,37711,0.0302285073477132,,
1922,F,Harry,32507,0.0260570679205567,,
1922,F,Belina,20893,0.0167474796217489,,
1922,F,Patricia,3902,0.00312777798708008,,
1922,F,Lacy,365,0.000292577899867819,,
1922,F,Alice,341,0.000273339900972401,,
1922,F,Dorowin,71,5.69124133989456E-05,,
1922,F,Jasmine,40,3.20633314923637E-05,,
1923,F,Dora,39045,0.0311757435229189,,
1923,F,Harry,31492,0.0251449997444938,,
1923,F,Belina,25990,0.020751890745567,,
1923,F,Patricia,4800,0.00383259236547601,,
1923,F,Lacy,423,0.000337747202207573,,
1923,F,Alice,362,0.000289041340896316,,
1923,F,Dorowin,118,9.42178956512852E-05,,
1923,F,Jasmine,52,4.15197506259901E-05,,
1924,F,Dora,39996,0.0308678753677503,,
1924,F,Harry,31193,0.0240739483034863,,
1924,F,Belina,30602,0.0236178298330807,,
1924,F,Patricia,6958,0.00537000392061223,,
1924,F,Lacy,454,0.000350385423966363,,
1924,F,Alice,341,0.000263174955005572,,
1924,F,Dorowin,125,9.64717576999898E-05,,
1924,F,Jasmine,41,3.16427365255967E-05,,
1925,F,Dora,38572,0.030538871901736,,
1925,F,Belina,32817,0.0259824266099572,,
1925,F,Harry,29168,0.023093379021825,,
1925,F,Patricia,8095,0.00640910940694163,,
1925,F,Lacy,438,0.000346780718992024,,
1925,F,Alice,310,0.000245438408419012,,
1925,F,Dorowin,82,6.49224177108356E-05,,
1925,F,Jasmine,34,2.69190512459562E-05,,
1926,F,Dora,36614,0.0297646484033633,,
1926,F,Belina,32959,0.026793386320163,,
1926,F,Harry,26884,0.0218548316948713,,
1926,F,Patricia,8590,0.0069830755936224,,
1926,F,Lacy,479,0.000389393854405719,,
1926,F,Alice,310,0.000252008548780319,,
1926,F,Dorowin,116,9.42999730919904E-05,,
1926,F,Jasmine,35,2.84525780881006E-05,,
1927,F,Dora,35987,0.0291075004772119,,
1927,F,Belina,35422,0.0286505094035013,,
1927,F,Harry,25316,0.0204764354372717,,
1927,F,Patricia,10553,0.00853562265640418,,
1927,F,Lacy,516,0.000417358219530423,,
1927,F,Alice,234,0.000189267099554494,,
1927,F,Dorowin,91,7.360387204897E-05,,
1927,F,Jasmine,39,3.15445165924157E-05,,
1928,F,Belina,36078,0.0301810713703117,,
1928,F,Dora,33728,0.0282151775369442,,
1928,F,Harry,22936,0.0191871238136667,,
1928,F,Patricia,12332,0.0103163415970587,,
1928,F,Lacy,554,0.000463449014334294,,
1928,F,Alice,247,0.000206627990145434,,
1928,F,Dorowin,130,0.000108751573760755,,
1928,F,Jasmine,36,3.01158204260552E-05,,
1929,F,Belina,36669,0.0316800016587745,,
1929,F,Dora,31477,0.0271943988713422,,
1929,F,Harry,20983,0.0181281593391166,,
1929,F,Patricia,13626,0.0117721154818092,,
1929,F,Lacy,509,0.000439748039060684,,
1929,F,Alice,209,0.000180564518985625,,
1929,F,Dorowin,161,0.000139095155773615,,
1929,F,Jasmine,42,3.62856928105083E-05,,
1930,F,Belina,38239,0.0327853532062582,,
1930,F,Dora,30404,0.0260677810320111,,
1930,F,Harry,19914,0.0170738650003772,,
1930,F,Patricia,15749,0.0135028773672261,,
1930,F,Lacy,493,0.000422688332087274,,
1930,F,Alice,196,0.00016804647685417,,
1930,F,Dorowin,165,0.000141467697351725,,
1930,F,Jasmine,38,3.25804393900942E-05,,
1931,F,Belina,36102,0.0327140362625423,,
1931,F,Dora,26521,0.0240321576566086,,
1931,F,Harry,17657,0.0159999927507537,,
1931,F,Patricia,16468,0.0149225735186845,,
1931,F,Lacy,534,0.000483887190853626,,
1931,F,Alice,209,0.00018938655971612,,
1931,F,Dorowin,158,0.000143172614522234,,
1931,F,Jasmine,39,3.53400757365008E-05,,
1932,F,Belina,34411,0.0311083227035339,,
1932,F,Dora,24968,0.0225716370132177,,
1932,F,Patricia,17991,0.0162642711272349,,
1932,F,Harry,16375,0.0148033705579718,,
1932,F,Lacy,774,0.000699713515228713,,
1932,F,Alice,213,0.00019255682008232,,
1932,F,Dorowin,208,0.000188036706934848,,
1932,F,Jasmine,44,3.97769956977563E-05,,
1933,F,Belina,31526,0.0301434985810775,,
1933,F,Dora,22050,0.0210830471265862,,
1933,F,Patricia,18625,0.017808242754316,,
1933,F,Harry,14645,0.0140027766516488,,
1933,F,Lacy,786,0.000751531747913687,,
1933,F,Dorowin,243,0.000232343784660338,,
1933,F,Alice,199,0.000190273305133363,,
1933,F,Jasmine,43,4.11143322649981E-05,,
1934,F,Belina,31078,0.0287181174191951,,
1934,F,Dora,21280,0.0196641205573226,,
1934,F,Patricia,20847,0.0192640000591402,,
1934,F,Harry,14099,0.0130284039350419,,
1934,F,Lacy,1001,0.000924989881479318,,
1934,F,Dorowin,280,0.000258738428385823,,
1934,F,Alice,189,0.000174648439160431,,
1934,F,Jasmine,46,4.25070275205281E-05,,
1935,F,Belina,28673,0.0263859454097216,,
1935,F,Patricia,22876,0.0210513335609385,,
1935,F,Dora,19400,0.0178525909722944,,
1935,F,Harry,12778,0.0117587838888649,,
1935,F,Lacy,1197,0.00110152326772353,,
1935,F,Dorowin,279,0.00025674602480774,,
1935,F,Alice,211,0.000194169932739903,,
1935,F,Jasmine,47,4.32511224586515E-05,,
1936,F,Belina,25863,0.0240043659489396,,
1936,F,Patricia,23912,0.022193573776091,,
1936,F,Dora,17668,0.0163982963146528,,
1936,F,Harry,12232,0.0113529522594992,,
1936,F,Lacy,2439,0.0022637222499116,,
1936,F,Dorowin,299,0.00027751248574152,,
1936,F,Alice,192,0.000178201997533016,,
1936,F,Jasmine,43,3.99098223641651E-05,,
1937,F,Patricia,26837,0.0243591174914203,,
1937,F,Belina,25328,0.0229894447152324,,
1937,F,Dora,16571,0.0150409858013312,,
1937,F,Harry,11452,0.0103946273246542,,
1937,F,Lacy,4380,0.00397559096070428,,
1937,F,Dorowin,323,0.000293177141622713,,
1937,F,Alice,176,0.00015974977376346,,
1937,F,Jasmine,72,6.53521801759607E-05,,
1938,F,Patricia,27555,0.0241429070846355,,
1938,F,Belina,25502,0.0223441268906687,,
1938,F,Dora,16348,0.0143236525138676,,
1938,F,Harry,10833,0.00949156641073696,,
1938,F,Lacy,7047,0.00617438091908643,,
1938,F,Dorowin,410,0.000359230335862841,,
1938,F,Alice,192,0.000168224937769916,,
1938,F,Jasmine,50,4.38085775442489E-05,,
1938,F,Ashley,7,6.13320085619484E-06,,
1939,F,Patricia,29704,0.0261941652197148,,
1939,F,Belina,23639,0.0208458076901709,,
1939,F,Dora,15170,0.0133775076212993,,
1939,F,Lacy,10714,0.00944803010247859,,
1939,F,Harry,10417,0.00918612372386778,,
1939,F,Dorowin,443,0.000390654968769648,,
1939,F,Alice,185,0.000163140336845113,,
1939,F,Jasmine,77,6.79016537139118E-05,,
1940,F,Patricia,32661,0.027650413304301,,
1940,F,Belina,22074,0.0186875852937491,,
1940,F,Lacy,18368,0.0155501298666116,,
1940,F,Dora,14874,0.0125921511125861,,
1940,F,Harry,10201,0.00863604501139508,,
1940,F,Dorowin,469,0.000397049809856317,,
1940,F,Alice,218,0.000184556201596326,,
1940,F,Jasmine,61,5.16418729237427E-05,,
1941,F,Patricia,36901,0.0296201340816562,,
1941,F,Lacy,23715,0.0190358385882897,,
1941,F,Belina,20900,0.0167762608684484,,
1941,F,Dora,14561,0.0116879968662908,,
1941,F,Harry,9889,0.00793782027407113,,
1941,F,Dorowin,608,0.000488036679809409,,
1941,F,Alice,223,0.000179000295390622,,
1941,F,Jasmine,81,6.50180445140824E-05,,
1941,F,Ashley,6,4.81615144548759E-06,,
1942,F,Patricia,39454,0.0283767212206867,,
1942,F,Lacy,31611,0.0227357564380576,,
1942,F,Belina,21654,0.0155743276046218,,
1942,F,Dora,15032,0.0108115494852071,,
1942,F,Harry,10013,0.00720170602683468,,
1942,F,Dorowin,676,0.000486203263171901,,
1942,F,Alice,295,0.000212174500940401,,
1942,F,Jasmine,127,9.13429207438335E-05,,
1942,F,Ashley,8,5.7538847712651E-06,,
1943,F,Patricia,39620,0.0276053892520138,,
1943,F,Lacy,38437,0.0267811293962558,,
1943,F,Belina,21595,0.0150464003255234,,
1943,F,Dora,14785,0.0103015063122419,,
1943,F,Harry,9799,0.00682749140031507,,
1943,F,Dorowin,788,0.000549042067909815,,
1943,F,Alice,284,0.000197878105693385,,
1943,F,Jasmine,121,8.43072210876746E-05,,
1943,F,Ashley,10,6.96753893286567E-06,,
1944,F,Lacy,38411,0.0281104982403037,,
1944,F,Patricia,36872,0.0269842048141543,,
1944,F,Belina,19757,0.0144588558937201,,
1944,F,Dora,13378,0.00979048307669114,,
1944,F,Harry,8693,0.00636183804647003,,
1944,F,Dorowin,1293,0.000946262118265933,,
1944,F,Alice,238,0.000174176631204402,,
1944,F,Jasmine,124,9.07474885266633E-05,,
1944,F,Ashley,12,8.78201501870935E-06,,
1945,F,Lacy,41464,0.0308041820109342,,
1945,F,Patricia,35840,0.0266260342290151,,
1945,F,Belina,18383,0.0136569862508924,,
1945,F,Dora,12328,0.00915864257743577,,
1945,F,Harry,8300,0.00616618538227749,,
1945,F,Dorowin,1464,0.00108762595176557,,
1945,F,Alice,280,0.00020801589241418,,
1945,F,Jasmine,132,9.80646349952565E-05,,
1945,F,Ashley,10,7.42913901479216E-06,,
1946,F,Lacy,52708,0.0326804234293612,,
1946,F,Patricia,46295,0.028704185373421,,
1946,F,Belina,19714,0.012223227356121,,
1946,F,Dora,12796,0.00793387527893499,,
1946,F,Harry,8852,0.00548848577439298,,
1946,F,Dorowin,2470,0.00153146857916297,,
1946,F,Alice,274,0.000169887607567067,,
1946,F,Jasmine,240,0.000148806663562394,,
1946,F,Ashley,7,4.34019435390317E-06,,
1947,F,Lacy,99680,0.0548360886157353,,
1947,F,Patricia,51274,0.0282069182151205,,
1947,F,Belina,18962,0.0104313996020423,,
1947,F,Dora,12751,0.00701459636776927,,
1947,F,Harry,8978,0.00493898880008098,,
1947,F,Dorowin,5838,0.00321160799898338,,
1947,F,Jasmine,430,0.000236552147921009,,
1947,F,Alice,310,0.000170537595012821,,
1947,F,Ashley,11,6.05133401658396E-06,,
1948,F,Lacy,96211,0.0552115905834257,,
1948,F,Patricia,46135,0.0264750052651604,,
1948,F,Belina,16622,0.00953869161195395,,
1948,F,Dora,11326,0.00649953201762667,,
1948,F,Dorowin,11246,0.00645362326242535,,
1948,F,Harry,8305,0.00476590264933688,,
1948,F,Jasmine,482,0.000276600250087944,,
1948,F,Alice,306,0.000175600988645043,,
1948,F,Ashley,13,7.46017272021426E-06,,
1949,F,Lacy,91010,0.0518428093664536,,
1949,F,Patricia,46337,0.0263953440019049,,
1949,F,Dorowin,19208,0.0109416183090962,,
1949,F,Belina,14946,0.00851381857807951,,
1949,F,Dora,10406,0.00592765931510072,,
1949,F,Harry,7709,0.00439134399962632,,
1949,F,Jasmine,406,0.000231273273297222,,
1949,F,Alice,333,0.000189689655192056,,
1949,F,Ashley,11,6.26602464598385E-06,,
1950,F,Lacy,80439,0.0457319621154536,,
1950,F,Patricia,47952,0.0272621371145866,,
1950,F,Dorowin,29073,0.0165288645381293,,
1950,F,Belina,13614,0.00773996360272735,,
1950,F,Dora,9555,0.00543230147084324,,
1950,F,Harry,7060,0.0040138198204242,,
1950,F,Jasmine,402,0.000228548947281945,,
1950,F,Alice,379,0.000215472763730988,,
1950,F,Ashley,15,8.52794579410241E-06,,
1951,F,Lacy,73947,0.0400434945769865,,
1951,F,Patricia,56433,0.0305593807654547,,
1951,F,Dorowin,42045,0.0227680464317606,,
1951,F,Belina,12820,0.00694223701403664,,
1951,F,Dora,9082,0.00491804965378165,,
1951,F,Harry,6945,0.00376082964605963,,
1951,F,Jasmine,466,0.000252346524847198,,
1951,F,Alice,409,0.000221480104425974,,
1951,F,Ashley,15,8.12274221611151E-06,,
1952,F,Lacy,67092,0.0352717589878795,,
1952,F,Patricia,53090,0.0279105956696256,,
1952,F,Dorowin,49809,0.0261857008797962,,
1952,F,Belina,12125,0.00637438260490131,,
1952,F,Dora,8608,0.00452541735777241,,
1952,F,Harry,6470,0.00340142313020301,,
1952,F,Jasmine,452,0.000237626469065187,,
1952,F,Alice,418,0.000219751911657629,,
